Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
17363,Mature,Fair,No,,28099.65,1033.4,18.3,169.6
55775,Juvenile,Good,No,,239.74,1.4,0.5,3.5
3420,Middle aged,Good,No,,1456.39,39.2,3.3,11.8
53526,Middle aged,Good,No,,2854.52,39.8,3.3,128.8
10156,Mature,Good,No,,11486.04,243.6,8.8,329.1
50014,Middle aged,Good,No,,552.35,9.7,1.4,28.4
60086,Not Applicable,Not applicable,No,,0,,,
54159,Middle aged,Fair,No,,1691.57,30.6,2.2,41.8
50608,Juvenile,Good,No,,524.3,4.3,0.9,21.9
3764,Mature,Fair,No,,14913.41,570.8,12.9,302.7
49859,Middle aged,Fair,No,,3835.75,80.3,4,35.8
9041,Middle aged,Fair,No,,10209.82,2.8,0.6,158.6
18769,Mature,Good,No,,227283.86,5875.9,11.9,2667.8
20540,Mature,Fair,No,,117994.37,5145.8,24.3,1424.7
57768,Juvenile,Good,No,,115.07,,,
8097,Middle aged,Good,No,,5394.03,127.5,5.7,121.3
59734,,,No,,,,,
40750,Mature,Good,No,,1841.16,39,3,12.2
54986,Juvenile,Good,No,,179.8,2.4,0.6,7.4
22068,Mature,Good,No,,41943.97,1531.1,25.9,454.5
20578,Veteran,Fair,No,,12174.68,415.9,10.6,20.6
18569,Mature,Good,No,,75516.4,2267.3,32.8,526
20271,Mature,Fair,No,,9973.56,518.4,13.2,217
16848,Mature,Fair,No,,34918.79,1074.4,18.8,578.8
51217,Middle aged,Good,No,,1035.65,11.2,1.6,11.8
21685,Mature,Good,No,,38536.02,970.4,19.8,441.9
10332,Middle aged,Fair,No,,1165.11,14.1,1.3,31.7
36184,Middle aged,Fair,No,,3646.36,80.3,4.4,133.2
51350,Juvenile,Good,No,,699.07,12.5,1.3,40.2
32068,Mature,Fair,No,,3550.95,114.8,4.9,405.1
13358,Middle aged,Good,No,,7078.05,72.1,3.6,190.5
14687,Mature,Good,No,,23366.94,895.5,17.4,530.3
56047,Juvenile,Good,No,,172.61,1.1,0.3,12.5
21567,Mature,Good,No,,29032.82,768.9,15.8,455.8
48043,Juvenile,Good,No,,809.1,11.7,1.4,3.3
22477,Over Mature,Fair,No,,61168.28,2101.1,27.9,278.2
50303,Middle aged,Fair,No,,1553.48,19.9,1.8,11.2
54013,Middle aged,Good,No,,1035.65,19.7,1.8,10.7
40752,Middle aged,Good,No,,1879.52,28.7,2.5,12.6
36271,Middle aged,Fair,No,,863.04,10.3,1.4,31.7
18799,Mature,Fair,No,,21050.62,790.6,14.3,268.1
56588,Middle aged,Good,No,,699.07,2.4,0.6,9.9
40969,Middle aged,Fair,No,,652.67,18.7,1.9,21.9
21205,Mature,Good,No,,11085.33,251.1,8.8,107.4
46752,Juvenile,Good,No,,5592.53,54.5,3.7,89.1
3431,Middle aged,Good,No,,9942.27,184.9,6.5,295.3
10871,Middle aged,Good,No,,64.73,0.7,0.3,17
50717,Juvenile,Fair,No,,215.76,2.4,0.5,6.7
15125,Middle aged,Good,No,,12583.19,332.6,11.5,113.6
39173,Mature,Good,No,,13808.71,318.2,10.2,173.2
52282,Juvenile,Good,No,,1458.54,3.6,0.8,5.7
47520,Middle aged,Fair,No,,8.63,,,
4025,Middle aged,Fair,No,,6291.6,139.1,5.6,39.3
47757,Juvenile,Good,No,,414.26,6.2,1.1,11.6
54896,Middle aged,Good,No,,1093.91,28.1,2.7,41.8
54640,Juvenile,Good,No,,233.02,3.7,0.8,21.6
58901,Juvenile,Good,No,,0,,,
20827,Mature,Good,No,,9398.56,238.7,8.5,133.2
51141,Juvenile,Good,No,,115.07,1.4,0.5,3.8
5810,Mature,Good,No,,25403.72,577.4,11.8,164.9
22110,Mature,Good,No,,11283.82,348.3,10.1,289.8
53043,Juvenile,Good,No,,414.26,7.4,1.1,11.8
4093,Juvenile,Fair,No,,1213.66,39.2,2.9,75.5
13223,Middle aged,Good,No,,6873.67,237,8.2,347.7
16129,Middle aged,Good,No,,6563.46,93.1,4.4,100.5
8405,Mature,Fair,No,,10922.91,579.1,14,199.5
5963,Mature,Good,No,,66726.3,2887.8,37.7,415.8
53658,Juvenile,Good,No,,258.91,3.7,0.8,8.6
21090,Middle aged,Good,No,,14767.78,183,4.7,367.8
57258,Juvenile,Good,No,,115.07,,,
59506,Juvenile,Fair,No,,115.07,,,
17183,Mature,Fair,No,,14507.78,502.4,11.1,416.8
59871,Juvenile,Good,No,,258.91,,,
59898,Juvenile,Good,No,,352.41,,,
224,Juvenile,Good,No,,1380.87,5.2,1,28.4
60002,Juvenile,Good,No,,258.91,,,
53513,Middle aged,Good,No,,3480.95,80.3,5,35.1
13741,Mature,Good,No,,18874.78,918.5,21.1,489
5854,Mature,Fair,No,,9786.92,261.2,8.1,57.5
5394,Middle aged,Fair,No,,1242.78,19.4,1.8,11.6
56456,Middle aged,Good,No,,5072.78,90.7,5,68
59592,Juvenile,Good,No,,388.37,,,
44796,Middle aged,Good,No,,4195.36,83.6,4.6,40.2
41179,Middle aged,Good,No,,2378.77,61.4,4.3,41.6
59420,Juvenile,Fair,No,,460.29,,,
3919,Middle aged,Fair,No,,3115.59,52.3,3.2,60.8
14048,Mature,Fair,No,,3932.25,166.4,6.8,216.9
21857,Mature,Fair,No,,19573.85,696.1,15,194.7
47121,Middle aged,Fair,No,,414.26,2.4,0.5,13.2
45127,Middle aged,Good,No,,1035.65,22.7,2.4,11.8
60334,,,No,,,,,
46142,Middle aged,Good,No,,1558.87,54,3.9,50.8
10340,Middle aged,Good,No,,539.4,7.5,1.2,9.2
1378,Mature,Good,No,,29028.5,882.8,18.8,679.3
52425,Middle aged,Good,No,,911.59,23.5,2.2,23.7
11497,Middle aged,Good,No,,13291.97,221.2,6.5,356.1
12510,Mature,Good,No,,9976.79,202.4,7,128.8
59047,Middle aged,Good,No,,5221.42,,,
1409,Mature,Fair,No,,25403.72,577.4,10.5,162.2
1231,Mature,Fair,No,,7482.59,252.3,8.6,88.5
50768,Middle aged,Good,No,,524.3,5.6,1,14.4
47527,Middle aged,Good,No,,3461.77,61.3,3.9,58.5
29066,Middle aged,Good,No,,3916.07,90.7,5,244
31967,Middle aged,Fair,No,,3115.59,61.3,3.5,31.7
36150,Middle aged,Fair,No,,21044.8,484.1,11.8,442
57840,Juvenile,Good,No,,172.61,,,
21671,Mature,Good,No,,54614.54,1729,24.9,432.4
46157,Middle aged,Good,No,,1820.48,34.7,2.8,11.2
4006,Mature,Good,No,,15957.69,368.2,10.4,195.9
1788,Middle aged,Fair,No,,12694.3,364,8.5,216.9
59698,Middle aged,Good,No,,0,,,
13541,Middle aged,Fair,No,,18641.76,245.6,8.5,168.3
12413,Over Mature,Good,No,,10149.4,417.1,12,244.2
12420,Mature,Fair,No,,6259.95,252.8,8.7,114.8
4129,Mature,Fair,No,,16946.36,496.3,11.1,198.3
47130,Middle aged,Fair,No,,1747.67,46.1,2.9,30.9
38153,Juvenile,Good,No,,179.8,2.4,0.6,3
1301,Mature,Fair,No,,95160.38,3091.4,35,982.3
45587,Juvenile,Dead,No,,179.8,2.7,0.7,3.3
52487,Juvenile,Good,No,,310.7,3.7,0.8,11.6
12699,Middle aged,Fair,No,,3260.39,40,2.7,67.7
21276,Middle aged,Fair,No,,5394.03,71.9,2.5,107.4
1100485,Juvenile,Good,No,,345.22,8.6,1.4,3.5
38446,Mature,Fair,No,,7269.71,322.4,9.2,196
2727,Mature,Good,No,,186140.38,5893.6,10.9,1788.6
427,Mature,Fair,No,,11486.04,267.9,7.1,105.3
52213,Mature,Fair,No,,4045.52,113.7,5,85.6
21960,Mature,Fair,No,,91374.84,4121.1,34.4,1172.1
54616,Middle aged,Good,No,,4375.64,54,3.9,31.7
19368,Mature,Fair,No,,11486.04,226.5,6.1,458.9
40761,Middle aged,Good,No,,1035.65,23.1,2.4,11.6
49045,Middle aged,Not applicable,No,,0,,,
11931,Mature,Dead,No,,6265.7,,,
19520,Mature,Fair,No,,43584.83,1040.4,15.6,428.6
6920,Mature,Good,No,,25373.51,759.8,17.2,823.5
45454,Middle aged,Fair,No,,4177.14,92.5,4.2,44.2
34280,Middle aged,Fair,No,,719.2,13,1.4,3.6
8536,Mature,Good,No,,91354.35,2922.5,34,1172.1
51563,Juvenile,Good,No,,317.17,2.7,0.7,9.9
620,Mature,Fair,No,,2097.2,51.7,3.1,37.9
58685,Juvenile,Good,No,,88.1,,,
55874,Juvenile,Good,No,,269.7,2.5,0.6,4.7
4951,Mature,Fair,No,,17398.98,369.6,8.1,72.1
44832,Middle aged,Good,No,,783.21,8.6,1.4,12.6
58997,Middle aged,Fair,No,,0,,,
20804,Mature,Fair,No,,60595.43,1126.4,15.4,365
1718,Mature,Poor,No,,24535.28,554.2,10.2,570.1
14624,Mature,Fair,No,,19641.82,660,14,433.2
16067,Middle aged,Good,No,,10740.11,343.1,10.7,119.3
15082,Mature,Good,No,,18855.6,734.9,16.8,258.6
3140,Mature,Fair,No,,38771.8,578.6,12.1,101.2
20782,Mature,Good,No,,9330.6,112.6,4.1,164.9
46982,Middle aged,Good,No,,582.56,3.8,0.8,3.5
47993,Juvenile,Good,No,,352.41,4.3,0.9,11.6
18972,Mature,Good,No,,27347.72,961,21.7,293
1128,Mature,Good,No,,137492.7,4576.1,38.5,1330.2
8478,Mature,Fair,No,,2097.2,51.1,3.1,47.9
32491,Mature,Good,No,,1213.66,19.4,2,22.3
56240,Middle aged,Good,No,,1618.21,34.3,2.8,3.5
2739,Mature,Fair,No,,33175.43,1009.2,14.6,609.1
50378,Middle aged,Fair,No,,690.44,7.7,1,16.3
10569,Middle aged,Fair,No,,4045.52,138.3,6.1,97.2
1110,Middle aged,Good,No,,5074.7,182.2,8,132.7
14555,Mature,Good,No,,33899.31,1271.4,23.2,398.2
47695,Juvenile,Good,No,,1242.78,12.4,1.6,52.5
12382,Mature,Fair,No,,22020.58,716.3,14.7,76.4
2902,Middle aged,Fair,No,,2796.26,54,3.2,85.9
4670,Middle aged,Fair,No,,4565.5,83.6,4.2,31.6
32632,Middle aged,Fair,No,,1558.87,54,3.5,35.1
46349,Juvenile,Good,No,,414.26,3.7,0.7,2.6
50915,Juvenile,Dead,No,,138.09,1,0.2,3.3
42293,Mature,Good,No,,10652.84,611,16.3,68
51473,Juvenile,Good,No,,582.56,11.5,1.6,12.6
60150,,,No,,,,,
13760,Middle aged,Fair,No,,5243,156.4,5.8,219.6
47462,Middle aged,Good,No,,3568.15,41.7,3.1,16.3
14148,Mature,Fair,No,,17459.39,602.9,13.3,168.4
53793,Juvenile,Good,No,,317.17,1.6,0.5,3.5
1757,Mature,Good,No,,48944.34,1090.7,22.2,286.3
47153,Middle aged,Good,No,,2854.52,46.6,3.6,39.3
9966,Mature,Good,No,,30931.52,1143.9,21.8,275.3
51775,Mature,Good,No,,6350.93,174.1,7.2,169.4
4211,Mature,Fair,No,,6873.67,212.6,6.9,112.6
11840,Mature,Fair,No,,1870.64,45.1,2.9,35.6
58792,Juvenile,Good,No,,0,,,
19676,Mature,Fair,No,,9911.53,206.6,6.1,175.4
37117,Mature,Good,No,,5072.78,55.1,3.3,78
21534,Middle aged,Fair,No,,3424.13,83.6,4.2,18.3
20789,Mature,Fair,No,,16781.42,580,14.6,348.9
11411,Middle aged,Fair,No,,4194.4,139.1,5.6,69
18299,Middle aged,Good,No,,2013.77,61.4,4.3,63.4
3565,Mature,Good,No,,15957.69,466.7,12,335.4
20411,Mature,Good,No,,6167.17,273.6,9.4,321.2
13049,Mature,Fair,No,,25403.72,880.9,16.6,87.5
27552,Middle aged,Fair,No,,3452.18,40,1.8,43.1
41246,Middle aged,Fair,No,,783.21,9.8,1.2,12.6
51164,Juvenile,Good,No,,103.57,1.4,0.5,3.8
28054,Middle aged,Good,No,,11893.83,213.8,8.1,111.9
59570,Middle aged,Poor,Yes,Basal decay,2876.81,,,
40429,Mature,Fair,No,,776.74,19.7,1.8,9.2
7911,Middle aged,Fair,No,,5394.03,139.6,5.5,297.6
489,Mature,Good,No,,11076.63,200.1,6.4,242.2
5686,Mature,Good,No,,11185.06,301.3,9.4,361.8
54405,Juvenile,Good,No,,370.04,1.8,0.4,4.5
55241,Juvenile,Good,No,,153.43,1.8,0.5,3.7
51401,Juvenile,Good,No,,115.07,1.4,0.5,3.8
49111,Middle aged,Good,No,,524.3,8.6,1.4,25.2
48862,Not Applicable,Not applicable,No,,28.77,,,
14441,Mature,Good,No,,19641.82,673.7,16,340.3
10353,Mature,Good,No,,33175.43,1245.6,22.9,575.4
10773,Middle aged,Good,No,,3932.25,166.8,7.6,68
20797,Mature,Fair,No,,54614.54,993.3,14.3,545.2
54363,Juvenile,Fair,No,,469.88,6.8,0.8,20
5905,Mature,Good,No,,8388.79,336.2,11.5,271.9
3428,Over Mature,Fair,No,,3728.35,103.1,4.7,18.5
47581,Middle aged,Good,No,,2805.97,46.9,2.8,29.5
2262,Mature,Good,No,,17476.66,502.4,12.5,371.2
49120,Middle aged,,No,,2097.2,51.1,3.1,31.6
2523,Mature,Fair,No,,24535.28,509.5,9.8,265
22233,Mature,Good,No,,20971.98,788.9,16.2,519.8
5335,Mature,Good,No,,3728.35,101.3,5.7,16.6
7198,Mature,Good,No,,32894.95,1226.2,22.7,302.7
41312,Juvenile,Fair,No,,414.26,14.8,1.7,19.4
20265,Mature,Fair,No,,2336.7,27.7,1.9,25.7
12060,Mature,Good,No,,29458.59,1055,20.8,335.1
12516,Mature,Fair,No,,986.75,27.6,2.2,51.6
57214,Not Applicable,Not applicable,No,,958.94,16.2,1.6,14.2
1776,Mature,Fair,No,,21050.62,526.8,13.9,308.3
51972,Juvenile,Good,No,,161.82,1.4,0.5,2.6
11062,Mature,Good,No,,18797.11,479.1,13.1,294.6
56583,Middle aged,Dead,No,,2454.88,43.7,2.8,39.3
12506,Mature,Good,No,,30448.22,579.6,12.6,187.9
17925,Middle aged,Fair,No,,8729.69,142.1,4.7,49.3
4498,Mature,Good,No,,22843.71,820.1,18,605
1469,Mature,Fair,No,,9786.92,187.5,5.5,64.3
56366,Juvenile,Good,No,,103.57,2.4,0.6,9.9
15786,Middle aged,Good,No,,5469.54,169.6,6.7,43.9
7162,Mature,Good,No,,8388.79,293.5,10.7,63.4
54025,Middle aged,Good,No,,1215.46,27.6,2.7,29.6
1100340,Juvenile,Good,No,,153.43,,,
59003,Middle aged,Good,No,,2157.61,,,
6059,Middle aged,Good,No,,7732.88,142.1,5.3,34.2
60008,,,No,,,,,
38001,Middle aged,Good,No,,1558.87,54,3.9,60.8
44254,Juvenile,Fair,No,,932.09,19.9,1.8,47.5
15526,Mature,Good,No,,30106.77,1038,20.6,499.6
37432,Juvenile,Fair,No,,1242.78,19.7,1.8,12.6
11905,Middle aged,Fair,No,,3728.35,125.2,5.7,81
16020,Middle aged,Good,No,,4718.7,166.4,7.7,124.4
18440,Mature,Good,No,,11418.08,489.5,14.3,157.7
55506,Juvenile,Good,No,,172.61,2.4,0.6,5.9
56975,Juvenile,Dead,Yes,"Dead, dying",115.07,1.5,0.5,3.3
18219,Mature,Fair,No,,27185.9,531.6,10,347.7
32427,Middle aged,Good,No,,2097.2,33.4,2.7,47.5
6116,Middle aged,Good,No,,1941.85,33.4,2.7,12.6
54207,Mature,Fair,No,,42289.18,1642.3,23.9,457.9
35024,Mature,Fair,No,,1268.68,29.1,2.3,10.7
17866,Mature,Good,No,,41021.59,1326.3,23.9,1038.3
21315,Mature,Good,No,,31905.68,755.4,13.7,288.4
55804,Juvenile,Good,No,,258.91,2.4,0.6,2.6
52766,Juvenile,Good,No,,86.3,1.5,0.5,3.3
26350,Middle aged,,No,,524.3,9.6,1.2,11.3
42368,Middle aged,Fair,No,,3883.7,39,2.7,27.6
7528,Mature,Fair,No,,15021.29,,,
45620,Mature,Good,No,,3932.25,166.8,7.6,97.2
11397,Mature,Fair,No,,20419.63,680.6,14.3,98.6
59067,Mature,Fair,No,,0,,,
20226,Mature,Good,No,,64089.15,2432.2,34.2,1607.8
54,Middle aged,Fair,No,,4861.82,121.3,5,169.3
12212,Middle aged,Fair,No,,1268.68,33.1,2.6,58.8
38973,Middle aged,Good,No,,1657.04,33.1,2.6,29.6
10130,Mature,Good,No,,26253.82,602.9,15,415.8
58898,Juvenile,Good,No,,153.43,,,
59241,Middle aged,Poor,No,,2596.33,,,
4053,Mature,Good,No,,21576.11,406.9,9.6,470.2
26420,Mature,,No,,2378.77,,,
36340,Mature,Fair,No,,1456.39,23.8,1.7,25.7
9660,Mature,Fair,No,,2013.77,60.1,3.4,68.7
10732,Over Mature,Fair,No,,68508.48,2259.2,29.1,794.9
59474,Middle aged,Fair,No,,0,,,
2581,Mature,Good,No,,55851.93,1431,24.9,468.2
19340,Mature,Fair,No,,54560.59,2273.6,29.2,423.3
6241,Mature,Good,No,,53167.86,1819.1,31.7,530.2
9548,Mature,Fair,No,,40242.69,675.8,11.5,825.2
14192,Mature,Good,No,,11085.33,199,7.3,145.3
1422,Over Mature,Fair,No,,3946.99,153,5.9,81
2089,Mature,Fair,No,,11283.82,313.9,9,81
56481,Juvenile,Good,No,,388.37,0.8,0.2,5.1
48169,Juvenile,Good,No,,179.8,2.7,0.7,3.5
10183,Mature,Fair,No,,15979.27,334.3,7.7,335.4
6570,Mature,Fair,No,,18879.1,369.6,8.1,124.4
19436,Mature,Good,No,,78644.93,2702.1,36.4,945.4
1334,Mature,Fair,No,,62139.2,1891.9,26.2,697.8
5383,Middle aged,Fair,No,,8699.49,162.3,4.4,26.6
2561,Mature,Good,No,,33899.31,1299.2,23.6,230.9
11156,Mature,Fair,No,,30448.22,610.9,11.5,424.2
55187,Juvenile,Good,No,,863.04,2,0.6,4
42253,Middle aged,Good,No,,2338.31,17,1.6,60
22013,Middle aged,Good,No,,16356.85,844.7,18.2,95.5
47574,Juvenile,Good,No,,932.09,11.1,1.4,36.2
39200,Middle aged,Good,No,,4177.14,59.6,3.7,76.3
16668,Mature,Fair,No,,20227.61,536.7,12.4,151.2
57941,Juvenile,Good,No,,115.07,,,
12847,Mature,Good,No,,89480.46,3173.4,40.1,1337.7
7677,Mature,Good,No,,12411.54,455.2,11.8,277.7
49421,Middle aged,Good,No,,2097.2,61.4,4.3,29.6
1735,Middle aged,Fair,No,,3424.13,101.3,5.7,132.7
2589,Mature,Fair,No,,18797.11,392.9,9,402.2
7594,Middle aged,Fair,No,,1456.39,39.8,2.9,31.7
60340,,,No,,,,,
54962,Juvenile,Good,No,,115.07,2.7,0.7,9.3
17915,Mature,Fair,No,,11840.97,377.2,9.4,96.1
16485,Mature,Good,No,,37412.98,755.4,13.7,458.9
59702,Juvenile,Good,No,,1174.82,,,
50380,Middle aged,Fair,No,,349.53,3.8,0.7,16.3
12038,Mature,Fair,No,,3646.36,124.9,5.3,76.7
5435,Middle aged,Fair,No,,3314.09,,,
2321,Middle aged,Fair,No,,26970.15,,,
42250,Mature,Good,No,,2454.88,19.7,2,25.2
14554,Mature,Good,No,,26287.26,927.3,19.2,366
42070,Middle aged,Good,No,,2805.97,20,2.1,22.5
40549,Mature,Fair,No,,5523.49,252.3,8.6,124
5908,Mature,Good,No,,26253.82,337.7,6.9,367.8
14077,Mature,Fair,No,,31038.92,1042.9,13.8,658.2
13539,Middle aged,Fair,No,,3480.95,91,4.3,169.3
18819,Middle aged,Fair,No,,5834.18,74.4,4.3,86.7
41146,Middle aged,Fair,No,,2854.52,90.4,4.7,67.7
45113,Middle aged,Good,No,,10572.3,196.7,6.9,107.4
22470,Mature,Good,No,,28099.65,1111.4,21.5,428
59248,,Fair,No,,,,,
54169,Mature,Good,No,,19064.66,585.1,13.7,980
13869,Mature,Good,No,,21576.12,622.7,15.2,283
12827,Mature,Fair,No,,13126.91,285.1,8.6,155.8
56538,Juvenile,Good,No,,349.53,1.2,0.4,9.9
13796,Mature,Fair,No,,15224.1,504.2,10,329
4219,Mature,Good,No,,37412.98,1015.6,20.4,1029
8362,Middle aged,Fair,No,,12082.63,200.1,5.7,378.8
41300,Mature,Fair,No,,13321.09,285.1,7,244
18087,Middle aged,Fair,No,,1380.87,24.4,2,59.3
17929,Mature,Fair,No,,11283.82,383,9.5,109
31179,Middle aged,Good,No,,5874.1,272,10.1,46.1
18968,Middle aged,Good,No,,46733.86,715.6,10.7,579.4
5459,Mature,Good,No,,46225.75,869.7,14.9,356.1
313,Middle aged,Fair,No,,5819.8,272,9,44.5
57635,Juvenile,Good,No,,179.8,,,
10033,Mature,Good,No,,23336.73,696.1,15,470.2
47076,Middle aged,Fair,No,,1093.91,9.9,1.2,27.3
16110,Middle aged,Fair,No,,8738.33,163.4,5.4,228.9
13290,Mature,Fair,No,,14619.98,240.4,6.3,109
16677,Mature,Fair,No,,25403.72,876.4,16.5,203.4
48799,Juvenile,Good,No,,179.8,2.4,0.6,10.7
51756,Juvenile,Good,No,,469.88,3.4,0.8,4.5
57971,Juvenile,Good,No,,115.07,,,
9668,Mature,Good,No,,12583.19,207.3,6.2,305.2
46049,Middle aged,Good,No,,1458.54,7.7,1,3.5
58612,Juvenile,Good,No,,,,,
18552,Mature,Good,No,,10338.19,200.1,6.4,40.2
7966,Mature,Good,No,,26253.82,719.4,16.7,605
265,Mature,Fair,No,,26970.15,309.4,8.3,241.2
3706,Mature,Good,No,,6291.6,159.2,6.6,169.6
53887,Middle aged,Fair,No,,582.56,5.7,0.9,3.8
21370,Middle aged,Good,No,,3806.03,50,3.5,87.1
38197,Middle aged,Fair,No,,3236.42,,,
42008,Middle aged,Good,No,,647.28,7.5,1.2,9.2
58625,Juvenile,Good,No,,172.61,,,
11261,Juvenile,Good,No,,161.82,2.7,0.7,8.6
13794,Middle aged,Good,No,,4228.92,77.8,4.5,107.4
810,Mature,Good,No,,28040.32,855.3,13.1,458
55710,Juvenile,Good,No,,269.7,2.4,0.6,9.9
6534,Middle aged,Fair,No,,6873.67,206.3,6.8,244
32411,Middle aged,Good,No,,9398.56,172.8,7.2,221.1
50674,Juvenile,Good,No,,115.07,1.6,0.5,3.5
4947,Mature,Fair,No,,21212.55,466.9,9.3,29.5
46251,Middle aged,Fair,No,,2494.19,51.8,3.3,49.9
58509,Not Applicable,Not applicable,No,,0,,,
56299,Middle aged,Fair,No,,1553.48,20.2,1.8,55.2
22723,Mature,Fair,No,,12082.63,281.2,7.3,278.3
1694,Middle aged,Fair,No,,20544.78,453.6,11.3,358
6140,Mature,Good,No,,41352.78,1253.3,23.1,230.9
37624,Middle aged,Good,No,,1618.21,39.8,3.3,64.1
15080,Mature,Good,No,,42468.26,2008.6,30.4,353.8
2653,Mature,Fair,No,,11158.69,287.9,8.1,252.3
58798,Middle aged,Fair,No,,2078.5,,,
4976,Middle aged,Fair,No,,12694.3,323.4,8,273.4
5078,Middle aged,Fair,No,,11815.08,292.4,8.2,289.8
19732,Over Mature,Good,No,,1454.95,43.1,3.2,3.4
22526,Mature,Good,No,,11651.1,579.1,15.8,271.9
51280,Middle aged,Fair,No,,5394.03,134.9,5.3,215.8
18465,Mature,Fair,No,,46733.86,961.5,14.1,445.2
19431,Mature,Fair,No,,71468.72,2278.1,27.7,106.8
51812,Juvenile,Good,No,,86.3,1.4,0.5,10.7
51816,Middle aged,Good,No,,1553.48,14.1,1.4,27.5
26942,Mature,Good,No,,42960.44,1851.6,26.1,686
16086,Mature,Good,No,,21050.62,643.3,11.6,357.9
32120,Mature,Fair,No,,12995.54,458.1,11.3,119.3
47100,Mature,Good,No,,5394.03,122.6,5.9,138.9
50445,Middle aged,Good,No,,1618.21,8.6,1.4,12.6
54774,Juvenile,Good,No,,115.07,1.5,0.5,5.3
22707,Juvenile,Good,No,,134.85,2.5,0.6,13.7
52343,Juvenile,Good,No,,475.76,1.4,0.4,3.2
1225,Mature,Fair,No,,2697.02,102.1,4.7,9.8
501,Middle aged,Good,No,,8811.14,131.8,5.1,242.2
49331,Middle aged,Good,No,,1941.85,7.2,1,4.5
20890,Middle aged,Fair,No,,12121.46,723.8,14.8,227.9
26976,Middle aged,Good,No,,13321.09,414.7,12,302.7
58419,Juvenile,Good,No,,239.74,,,
59836,Juvenile,Good,No,,299.67,,,
29045,Mature,Fair,No,,5074.7,181.9,7.2,120
58581,Juvenile,Good,No,,64.73,,,
16314,Middle aged,Fair,No,,4177.14,73.4,3.8,142.9
34967,Middle aged,Good,No,,2338.31,25.6,2.1,27.3
21451,Middle aged,Good,No,,233.02,3.7,0.8,24.9
1100007,Juvenile,Good,No,,115.07,,,
38209,Middle aged,Fair,No,,3115.59,,,
26458,Mature,Fair,No,,2330.22,52.3,3.2,162
9502,Mature,Fair,No,,13321.09,419.5,10.8,250.7
50324,Middle aged,Good,No,,1174.82,16.2,1.8,11.2
11828,Over Mature,Fair,No,,45574.5,2156,26.8,276.1
57066,Juvenile,Good,No,,172.61,1.2,0.4,9.9
48080,Middle aged,Good,No,,828.52,12.8,1.6,18.6
16737,Mature,Good,No,,190301.33,5807.3,15.5,3179.8
1069,Mature,Good,No,,18706.49,728.8,17,347.7
12306,Juvenile,Poor,No,,3145.8,41.3,3.1,127.8
6261,Mature,Fair,No,,5834.18,78.5,4,157.7
36393,Middle aged,Fair,No,,1657.04,17,1.4,80.2
55519,Juvenile,Good,No,,97.09,1.4,0.5,3.2
13052,Mature,Good,No,,18879.1,622.7,15.2,111.9
20716,Mature,Good,No,,33175.43,687,16.2,223
1618,Middle aged,Good,No,,2157.61,54,3.9,60.8
6446,Mature,Fair,No,,10485.99,207.3,6.2,323
13860,Mature,Good,No,,21447.74,351.7,8.9,442.7
44773,Middle aged,Good,No,,1691.57,12.9,1.6,33.1
17805,Middle aged,Fair,No,,3403.27,125.2,5.7,101.5
53828,Juvenile,Good,No,,233.02,1.5,0.5,3.3
20878,Mature,Fair,No,,9532.33,643.9,14.9,307.2
51516,Juvenile,Good,No,,179.8,2.4,0.6,2.6
12022,Mature,Fair,No,,3946.99,182.2,7.1,149.5
2252,Mature,Good,No,,44895.58,1069.1,17.9,1076.9
56546,Juvenile,Good,No,,179.8,2.7,0.7,10.8
13737,Middle aged,Fair,No,,18131.49,388,8.4,456.3
16547,Middle aged,Good,No,,9189.5,305.7,9.4,151.2
60255,,,No,,,,,
14901,Mature,Good,No,,17476.66,222.5,7.8,178.3
55489,Mature,Fair,No,,4718.7,113.7,5,47.9
13885,Middle aged,Good,No,,2589.13,79.5,5,76
18784,Mature,Good,No,,17404.73,230.6,5.7,107.4
48421,Middle aged,Good,No,,1941.85,16.2,1.8,12.6
59738,Middle aged,Good,No,,4971.14,,,
57623,Juvenile,Dead,No,,115.07,,,
54538,Juvenile,Good,No,,179.8,2.7,0.7,9.3
4582,Mature,Good,No,,21212.55,698.6,16.3,357.1
13971,Mature,Good,No,,41021.59,1060.8,21,534.9
32395,Middle aged,Good,No,,10572.3,160.2,6.5,122.3
9054,Juvenile,Good,No,,809.1,8.2,1.3,10.3
35043,Middle aged,Good,No,,3916.07,58.7,3.2,68.6
50983,Middle aged,Good,No,,1242.78,11.7,1.7,15.9
16502,Middle aged,Fair,No,,4660.44,87.7,4.3,111.9
18687,Middle aged,Fair,No,,5834.18,87.1,3.6,110.9
32617,Middle aged,Good,No,,3568.15,77.1,4.5,86.8
56369,Juvenile,Good,No,,233.02,2.7,0.7,9.9
46012,Middle aged,Good,No,,2338.31,22.5,2,31.8
31600,Mature,Fair,No,,2157.61,40.4,2.7,26.8
55478,Juvenile,Good,No,,690.44,3.7,0.8,29.9
51705,Mature,Fair,No,,517.83,18.8,1.7,3.2
51375,Juvenile,Poor,No,,479.47,12.9,1.4,9.9
50677,Mature,Good,No,,9189.5,251.5,9,160.5
12492,Mature,Fair,No,,29028.5,577.4,10.5,112.6
